barra,tension_kv,zona_geografica,contexto_topologico,tipo_contexto,rol_evidencia,resumen_contexto,estres_nodal,prioridad_operativa,prioridad_operativa_p90,ranking_estres_nodal,ranking_prioridad_operativa,score_revision,prioridad,robustez,dependencia_criterio,score_estabilidad,meses_top20_mensual,share_top20_mensual,zona_mensual,lectura_zona_mensual,soporte_evidencia,driver_principal,persistencia,meses_prioridad,meses_seguimiento,meses_score,cobertura_analitica,meses_fuente_coes,meses_observados,nota_cobertura,primer_mes,ultimo_mes,estado_publicacion,accion_recomendada,limite_interpretacion
CHILCA REP 220,220.0,Contexto geográfico pendiente de validación pública,CHILCA 1,Subestación de transmisión,Alias COES cerrado con evidencia,CHILCA 1 a 220.0 kV conserva una convención de nombre COES o alias ya cerrada para uso de screening. La lectura útil es comparar la señal de precio con el activo o conexión que explica su relevancia actual.,27.44,19.47,34.76,190,193,23.19,Monitorear,Alta dependencia,Alta dependencia,25.61279904993433,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
MALPASO 50,50.0,Contexto geográfico pendiente de validación pública,LT MALPASO-HUACACOCHA,línea/corredor de transmisión,"Línea, terminal o corredor","LT MALPASO-HUACACOCHA a 50.0 kV se interpreta como contexto de línea, terminal o corredor. Sirve para orientar revisión topológica y ubicar qué tramo de red debe contrastarse con industria, contrato y confiabilidad.",25.47,17.64,30.79,195,196,22.71,Monitorear,Alta dependencia,Alta dependencia,24.98272702912749,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CAMPO ARMIÑO 220,220.0,Contexto geográfico pendiente de validación pública,CAMPO ARMIÑO,Subestación de transmisión,Subestación o activo oficial,"CAMPO ARMIÑO a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",25.88,17.78,31.45,193,195,21.75,Monitorear,Alta dependencia,Alta dependencia,24.795120585448583,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
RESTITUCIÓN 220,220.0,Contexto geográfico pendiente de validación pública,RESTITUCION,Subestación de transmisión,Subestación o activo oficial,"RESTITUCION a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",25.57,16.39,30.38,194,198,20.58,Monitorear,Alta dependencia,Alta dependencia,24.46142952062881,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
CS COENERGY 22.9,22.9,Contexto geográfico pendiente de validación pública,CS COENERGY 22.9,barra local o media tensión,"Barra local, industrial o generación","Barra a 22.9 kV se interpreta como barra local, industrial, de generación o media tensión. Su valor para el producto está en conectar la señal de estrés nodal y prioridad operativa con demanda, inyección local o exposición contractual específica.",43.61,20.89,20.89,122,189,17.76,Monitorear,Alta dependencia,Alta dependencia,31.020286388213748,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Volatilidad,Monitorear,0,0,1,Cobertura analitica limitada,36,1,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
PLATANAL 220,220.0,Contexto geográfico pendiente de validación pública,PLATANAL,Subestación de transmisión,Subestación o activo oficial,"PLATANAL a 220.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",23.17,12.2,21.71,196,203,15.34,Monitorear,Alta dependencia,Alta dependencia,24.01765014359029,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Ventanas críticas,Monitorear,0,0,36,Cobertura analitica completa,36,36,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,Mantener en universo analítico base y revisar si aparece nueva evidencia o exposición industrial.,"Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
ALTO LA LUNA 10,10.0,Contexto geográfico pendiente de validación pública,ALTO LA LUNA,Subestación de transmisión,"Barra local, industrial o generación","ALTO LA LUNA a 10.0 kV se interpreta como barra local, industrial, de generación o media tensión. Su valor para el producto está en conectar la señal de estrés nodal y prioridad operativa con demanda, inyección local o exposición contractual específica.",13.27,13.92,20.44,205,199,14.54,Información por completar,Alta dependencia,Alta dependencia,23.979963168565344,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Prima de estrés,Monitorear,0,0,14,Cobertura analitica parcial,36,14,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Evitar interpretación fuerte; mejorar contexto, cobertura o evidencia antes de priorizar.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
PARACAS 10,10.0,Contexto geográfico pendiente de validación pública,PARACAS,Subestación de transmisión,"Barra local, industrial o generación","PARACAS a 10.0 kV se interpreta como barra local, industrial, de generación o media tensión. Su valor para el producto está en conectar la señal de estrés nodal y prioridad operativa con demanda, inyección local o exposición contractual específica.",13.58,11.7,15.99,201,205,13.64,Información por completar,Alta dependencia,Alta dependencia,23.191407818612163,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Prima de estrés,Monitorear,0,0,14,Cobertura analitica parcial,36,14,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Evitar interpretación fuerte; mejorar contexto, cobertura o evidencia antes de priorizar.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
ALTO LA LUNA 60,60.0,Contexto geográfico pendiente de validación pública,ALTO LA LUNA,Subestación de transmisión,Subestación o activo oficial,"ALTO LA LUNA a 60.0 kV cuenta con contexto oficial de subestación de transmisión. La barra es apta para priorización porque la señal COES puede leerse junto con evidencia externa de subestación, conexión, central, industria o corredor.",13.15,13.06,18.96,206,200,13.63,Información por completar,Alta dependencia,Alta dependencia,23.66005513696379,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Prima de estrés,Monitorear,0,0,14,Cobertura analitica parcial,36,14,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Evitar interpretación fuerte; mejorar contexto, cobertura o evidencia antes de priorizar.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
PARACAS 22,22.0,Contexto geográfico pendiente de validación pública,PARACAS,Subestación de transmisión,"Barra local, industrial o generación","PARACAS a 22.0 kV se interpreta como barra local, industrial, de generación o media tensión. Su valor para el producto está en conectar la señal de estrés nodal y prioridad operativa con demanda, inyección local o exposición contractual específica.",13.55,11.92,15.24,202,204,13.47,Información por completar,Alta dependencia,Alta dependencia,22.98251753354198,0,0.0,Fuera de zona mensual,No entra al Top 20 mensual; permanece en el universo completo como referencia comparativa.,A,Prima de estrés,Monitorear,0,0,14,Cobertura analitica parcial,36,14,"source_* describe meses/llaves/archivos COES disponibles para trazabilidad; score_* describe meses efectivos que entran al calculo de estres nodal, prioridad operativa y score de revision.",2023-01,2025-12,universo_publico_217,"Evitar interpretación fuerte; mejorar contexto, cobertura o evidencia antes de priorizar.","Apta para soporte de decisión, screening industrial y due diligence. No implica causalidad física, power-flow, predicción de precios ni cálculo de montos de facturación específicos."
